Filename,Doi,Abstract,Materials
K. Tetz  - 2006 - High-resolution surface plasmon resonance sensor based on linewidth-optimized nanohole array transmi.txt,[https://doi.org/10.1364/OL.31.001528],"[This article presents a high-resolution surface plasmon resonance sensor using a nanohole array with optimized linewidth, achieving refractive index resolution of O(10^-5) RIU and potential for O(10^-6) RIU under optimal conditions, suitable for high-throughput sensing applications.]","[Au,SU-8,PDMS,InGaAs]"
K. Thyagarajan  - 2017 - Millivolt Modulation of Plasmonic Metasurface Optical Response via Ionic Conductance..txt,[],"[This article demonstrates an actively controlled gate-tunable plasmonic metasurface operating in the visible spectrum, achieving up to 78% reflection modulation with voltages below 1V, utilizing resistive switching via ionic conductance of silver through Al2O3 and ITO layers.]","[Ag,Cr,Quartz,Al2O3,ITO]"
K.J. Williams  - 1996 - Nonlinearities in p-i-n microwave photodetectors.txt,[https://doi.org/10.1109/50.482168],"[This article analyzes nonlinearities in p-i-n photodetectors through measurements and numerical modeling, identifying space-charge effects and absorption in undepleted regions as dominant mechanisms, and predicts performance limits for high-current devices.]","[InGaAs,InP,Au]"
K.S. Ling  - 2015 - Flexible liquid metal-filled metamaterial absorber on polydimethylsiloxane (PDMS)..txt,[https://doi.org/10.1364/OE.23.021375],"[This article proposes a flexible metamaterial absorber using liquid metal (EGaIn) in elastomeric microfluidic channels with a PDMS substrate, achieving near-perfect absorptivity at 8.22 GHz and demonstrating stability under bending.]","[EGAIN,PDMS,CU]"
K.S. Ling  - 2015 - Frequency-Switchable Metamaterial Absorber Injecting Eutectic Gallium-Indium (EGaIn) Liquid Metal Al.txt,[https://doi.org/10.3390/s151128155],"[This study demonstrates a frequency-switchable metamaterial absorber in the X-band using eutectic gallium-indium (EGaIn) liquid metal in microfluidic channels, achieving resonant frequency switching from 10.96 GHz to 10.61 GHz with absorptivity exceeding 98%.]","[PMMA,FR4,Cu]"
K.S. Yee and Kane Yee - 1966 - Numerical solution of initial boundary value problems involving maxwell's equations in isotropic med.txt,[https://doi.org/10.1109/TAP.1966.1138693],"[This article presents a numerical method for solving Maxwell's equations with perfect conductor boundary conditions, demonstrating its application to two-dimensional scattering problems through finite difference equations and validating results against known wedge diffraction solutions.]","[Au,Si]"
Kah Howe Chan  - 2017 - Plasmonics in Organic and Perovskite Solar Cells Optical and Electrical Effects.txt,[https://doi.org/10.1002/adom.201600698],"[This article reviews the role of plasmonic nanostructures in enhancing the performance of organic and perovskite solar cells, focusing on improvements in light absorption, exciton dissociation, charge transport, and carrier extraction, as well as device stability.]","[Si,GaAs,Ag,Au,Al,Cu,TiO2,MoS2,NiO,PCBM,P3HT,PTB7,PEDOT:PSS,SpIRO-OMeTAD]"
Kai Chen  - 2012 - Dual-Band Perfect Absorber for Multispectral Plasmon-Enhanced Infrared Spectroscopy.txt,[https://doi.org/10.1021/nn302646y],"[This article introduces a dual-band perfect absorber based on an asymmetric gold nanocross structure, achieving two bands of 94% absorption in the mid-infrared, which can be tuned for multiband surface-enhanced infrared spectroscopy applications, demonstrated by detecting two molecular vibrational modes of a 4 nm thick polymer film.]","[Au,MgF2,Si]"
Kai Chen  - 2015 - Active molecular plasmonics tuning surface plasmon resonances by exploiting molecular dimensions.txt,[https://doi.org/10.1515/nanoph-2015-0024],"[This review article structures the field of active molecular plasmonics (AMP) based on the dimension of functional molecules (0D, 2D, and 3D) and discusses their role in tuning surface plasmon resonances for dynamic nanophotonic applications, highlighting recent progress and future challenges.]","[Au,Ag,Si,PNIPAM,PMMA]"
Kai Chen  - 2015 - Infrared Aluminum Metamaterial Perfect Absorbers for Plasmon‐Enhanced Infrared Spectroscopy.txt,[https://doi.org/10.1002/adfm.201502845],"[This article demonstrates aluminum-based metamaterial perfect absorbers (MPAs) fabricated using scalable colloidal lithography and dry etching, achieving near-perfect absorption (96-97%) with tunable resonance wavelengths, and successfully applies them for surface-enhanced infrared absorption (SEIRA) spectroscopy of phosphonic acid and bovine serum albumin (BSA).]","[Al,Si,Al2O3]"
Kai Chen  - 2015 - Moiré Nanosphere Lithography.txt,[https://doi.org/10.1021/acsnano.8b01267],"[This article introduces Moiré nanosphere lithography (MPNSL), a technique that extends conventional nanosphere lithography by incorporating in-plane rotation between stacked polystyrene nanosphere monolayers to create complex Moiré patterns, enabling the fabrication of diverse nanostructures with tunable optical properties for plasmonics and metasurfaces.]","[PS,Au]"
Kai Li  - 2014 - A large-scale lithography-free metasurface with spectrally tunable super absorption.txt,[https://doi.org/10.1039/c4nr00747f],"[This article presents a scalable and low-cost method to manufacture metal-dielectric-metal (MDM) super absorbers using direct sputtering deposition, achieving near-perfect light absorption with spectrally tunable and angle-insensitive properties, suitable for applications in photodetectors, energy harvesting, and biosensors.]","[Ag,Al2O3,PEN]"
Kai Li  - 2014 - Super absorption of ultra-thin organic photovoltaic films.txt,[http://dx.doi.org/10.1016/j.optcom.2013.08.062],"[This article summarizes theoretical designs for achieving super absorption in ultra-thin organic photovoltaic (OPV) films using planar OPV-on-metal and metal-OPV-metal structures, demonstrating polarization-independent and wide-angle absorption enhancement in the visible regime through numerical simulations and analytical modeling.]","[Al,P3HT,PC60BM]"
Kai Liu  - 2019 - Plasmonic Au nanorods stabilized within anodic aluminum oxide pore channels against high-temperature.txt,[https://doi.org/10.1016/j.cej.2023.148010],"[This article reports a refractory plasmonic nanocomposite system using Au nanorods (Au NRs) entrapped in anodized aluminum oxide (AAO) scaffolds, achieving thermal stability up to 800°C and tunable SERS sensitivity by controlling AAO pore parameters, enabling high-temperature sensing applications.]","[Au,AAO,Al2O3]"
Kai Sun  - 2017 - Metasurface Optical Solar Reflectors Using AZO Transparent Conducting Oxides for Radiative Cooling o.txt,[https://doi.org/10.1038/ncomms2642],"[This article presents a metasurface-based Optical Solar Reflector (meta-OSR) using Al-doped ZnO (AZO) as an infrared plasmonic material, achieving a solar absorptance (α) of 0.16 and thermal emissivity (ε) of 0.79, offering a lightweight and durable alternative to conventional quartz tiles for spacecraft thermal management.]","[AZO,Al,SiO2,Ta2O5]"
Kai Sun  - 2018 - VO2 Thermochromic Metamaterial-Based Smart Optical Solar Reflector.txt,[],"[This article demonstrates a smart optical solar reflector using a patterned thermochromic VO2 plasmonic meta-surface design, achieving an emittance tunability of 0.48 (30% improvement over unstructured films) for passive thermal control in spacecraft, with reduced solar absorptance due to plasmonic resonance effects.]","[VO2,Al2O3,Al,SiO2,Si]"
Kai Sun  - 2020 - Embedded Metal Oxide Plasmonics Using Local Plasma Oxidation of AZO for Planar Metasurfaces..txt,[https://doi.org/10.1002/adma.202001534],"[This article demonstrates a plasma patterning technique to locally modulate carrier density in planar Al-doped ZnO (AZO) metasurfaces without surface topography, enabling applications like infrared thermal control coatings and multi-band metasurfaces with independent visible and infrared functionalities.]","[AZO,SiN,Au,CaF2,SiO2,Al]"
Kai Wu  - 2015 - Surface-plasmon enhanced photodetection at communication band based on hot electrons.txt,[https://doi.org/10.1063/1.4928574],"[This article designs an infrared photodetector based on a plasmonic metal-insulator-metal (MIM) configuration, achieving a responsivity of 0.1 mA/W at 1550 nm with a narrow spectral bandwidth (FWHM = 4.66 meV), demonstrating its potential for high-sensitivity infrared photodetection in optical communication systems.]","[Ag,TiO2,SiO2]"
Kaichen Dong  - 2018 - A Lithography-Free and Field-Programmable Photonic Metacanvas.txt,[https://doi.org/10.1002/adma.201703878],"[This article presents a lithography-free, rewritable metacanvas using vanadium dioxide (VO?) for dynamic photonic applications, enabling rapid compilation and erasure of photonic operators via low-power laser writing below 90°C, with demonstrations in beam steering, polarization control, and holographic simulation.]",[VO2]
Kaicheng Zhu  - 2009 - Virtual sources for coherent combination beams consisting of off-axis Gaussian beams.txt,[1084-7529/09/102202-4/$15.00],"[This article constructs a general array of virtual sources to generate scalar superposition waves, deriving a closed-form expression for composite waves and enabling paraxial approximation with nonparaxial corrections of all orders.]",[]
Kaijun Feng  - 2015 - Localized surface phonon polariton resonances in polar gallium nitride.txt,[http://dx.doi.org/10.1063/1.4929502],"[This article demonstrates localized surface phonon polariton resonances in sub-diffraction GaN micro-puck arrays on SiC substrates, achieving mid-infrared spectral coupling to transverse dipole and quadrupole modes, with potential applications in optoelectronic devices for mid- and far-infrared wavelengths.]","[GaN,SiC,Ni]"
Kaikai Du  - 2015 - Wavelength and Thermal Distribution Selectable Microbolometers Based on Metamaterial Absorbers.txt,[https://doi.org/10.1109/JPHOT.2015.2421314],"[This article investigates an uncooled microbolometer based on metamaterial absorbers, achieving 90% absorption peak tunable from 2.4 to 10.2 μm, with a temperature response of 1.3 K, enabling selective thermal imaging in mid-infrared and far-infrared regimes.]","[Au,Si,VO2,Si3N4]"
Kailing Shih  - 2017 - Active MEMS metamaterials for THz bandwidth control.txt,[https://doi.org/10.1063/1.4980115],"[This article demonstrates a MEMS-based metamaterial with actively tunable resonance bandwidth in the terahertz (THz) spectral region, achieved by integrating microcantilever resonators with varying release lengths, enabling broadband resonance control and phase engineering for THz applications.]","[Al,Al2O3,Si]"
Kamil Boratay Al?c?  - 2008 - A planar metamaterial Polarization independent fishnet structure.txt,[https://doi.org/10.1016/j.photonics.2008.01.001],"[This article investigates a planar metamaterial composed of connected cut-wire pairs and continuous wires operating at 21 GHz, demonstrating negative refraction through effective medium theory and experimental validation, with polarization-independent behavior.]",[Al]
Kamil Boratay Al?c?  - 2010 - Experimental verification of metamaterial based subwavelength microwave absorbers.txt,[https://doi.org/10.1063/1.3493735],"[This article experimentally verifies two metamaterial-based absorber designs: Type I uses magnetic resonators (SRR/MSRR) with a metal plate, achieving up to 99.8% absorption at 4.69 GHz with λ/4.7 thickness; Type II replaces the metal plate with a resistive sheet, achieving 98.4% absorption at 5.15 GHz, suitable for nonmetallic objects.]","[Al,Cu,FR-4,C]"
